-4.812383322034146715e+01,-4.966086998779000794e+01,-4.775245340946439399e+01,-4.535070794734232891e+01,-4.867427791298105433e+01,-4.709161087257199085e+01,-4.914091451711057346e+01,-5.239380876028158696e+01,-4.812383322034146715e+01,-4.775245340946439399e+01,-5.025165244668670539e+01,-4.867427791298105433e+01,-5.004566526341238841e+01,-4.966086998779000794e+01,-4.679618906941274759e+01,-4.752141342486052622e+01,-4.839035570693295085e+01,-5.046789825250266404e+01,-5.175263895505588607e+01,-4.799647850002673977e+01,-4.852999702836123674e+01,-4.699088751205800918e+01,-4.763539721352388767e+01,-4.660984591109783537e+01,-4.852999702836123674e+01,-4.787275224390495509e+01,-4.787275224390495509e+01,-4.839035570693295085e+01,-4.812383322034146715e+01,-5.004566526341238841e+01,-4.948054554404832572e+01,-4.752141342486052622e+01,-4.775245340946439399e+01,-4.741034487522755114e+01,-4.763539721352388767e+01,-4.709161087257199085e+01,-4.730034871693372622e+01,-4.799647850002673977e+01,-4.651958931165984268e+01,-4.763539721352388767e+01,-4.799647850002673977e+01
-4.741034487522755114e+01,-4.914091451711057346e+01,-4.812383322034146715e+01,-4.699088751205800918e+01,-4.699088751205800918e+01,-4.867427791298105433e+01,-4.852999702836123674e+01,-4.839035570693295085e+01,-4.787275224390495509e+01,-4.730034871693372622e+01,-4.763539721352388767e+01,-4.882351728500617583e+01,-4.799647850002673977e+01,-4.651958931165984268e+01,-4.660984591109783537e+01,-4.799647850002673977e+01,-4.825503567205653610e+01,-4.699088751205800918e+01,-4.852999702836123674e+01,-4.852999702836123674e+01,-4.741034487522755114e+01,-4.882351728500617583e+01,-4.867427791298105433e+01,-4.709161087257199085e+01,-4.719472582722150378e+01,-4.867427791298105433e+01,-4.787275224390495509e+01,-4.763539721352388767e+01,-4.752141342486052622e+01,-4.660984591109783537e+01,-4.679618906941274759e+01,-4.787275224390495509e+01,-4.609318102003784645e+01,-4.930741085839731852e+01,-4.763539721352388767e+01,-4.775245340946439399e+01,-4.741034487522755114e+01,-4.617491704535018471e+01,-4.839035570693295085e+01,-4.634451563279239394e+01,-4.730034871693372622e+01
-4.709161087257199085e+01,-4.609318102003784645e+01,-4.825503567205653610e+01,-4.812383322034146715e+01,-4.752141342486052622e+01,-4.825503567205653610e+01,-4.670201813639535260e+01,-4.741034487522755114e+01,-4.752141342486052622e+01,-4.699088751205800918e+01,-4.651958931165984268e+01,-4.643117033121565385e+01,-4.787275224390495509e+01,-5.046789825250266404e+01,-4.825503567205653610e+01,-4.787275224390495509e+01,-4.775245340946439399e+01,-4.787275224390495509e+01,-4.741034487522755114e+01,-4.660984591109783537e+01,-4.730034871693372622e+01,-4.966086998779000794e+01,-4.882351728500617583e+01,-4.709161087257199085e+01,-4.948054554404832572e+01,-4.825503567205653610e+01,-4.839035570693295085e+01,-4.752141342486052622e+01,-5.004566526341238841e+01,-4.852999702836123674e+01,-4.741034487522755114e+01,-5.046789825250266404e+01,-4.882351728500617583e+01,-4.984900729640926897e+01,-4.719472582722150378e+01,-4.730034871693372622e+01,-4.679618906941274759e+01,-4.812383322034146715e+01,-4.752141342486052622e+01,-4.897806812705147195e+01,-4.651958931165984268e+01
-4.825503567205653610e+01,-4.709161087257199085e+01,-4.825503567205653610e+01,-5.093564672498860091e+01,-4.730034871693372622e+01,-4.852999702836123674e+01,-4.882351728500617583e+01,-4.670201813639535260e+01,-4.867427791298105433e+01,-4.852999702836123674e+01,-4.699088751205800918e+01,-4.730034871693372622e+01,-4.679618906941274759e+01,-4.897806812705147195e+01,-4.775245340946439399e+01,-4.730034871693372622e+01,-4.799647850002673977e+01,-4.914091451711057346e+01,-4.752141342486052622e+01,-4.852999702836123674e+01,-4.709161087257199085e+01,-4.914091451711057346e+01,-4.719472582722150378e+01,-4.730034871693372622e+01,-4.651958931165984268e+01,-4.984900729640926897e+01,-4.839035570693295085e+01,-4.825503567205653610e+01,-4.787275224390495509e+01,-4.689244731700925684e+01,-4.799647850002673977e+01,-4.709161087257199085e+01,-4.699088751205800918e+01,-4.966086998779000794e+01,-4.882351728500617583e+01,-4.775245340946439399e+01,-4.930741085839731852e+01,-4.752141342486052622e+01,-4.984900729640926897e+01,-4.752141342486052622e+01,-4.149100308504310419e+01
-4.763539721352388767e+01,-4.787275224390495509e+01,-4.914091451711057346e+01,-4.882351728500617583e+01,-4.867427791298105433e+01,-4.730034871693372622e+01,-4.601295492686556088e+01,-4.825503567205653610e+01,-4.867427791298105433e+01,-4.897806812705147195e+01,-4.839035570693295085e+01,-4.984900729640926897e+01,-4.966086998779000794e+01,-4.867427791298105433e+01,-4.914091451711057346e+01,-4.775245340946439399e+01,-4.812383322034146715e+01,-4.984900729640926897e+01,-4.867427791298105433e+01,-4.882351728500617583e+01,-4.741034487522755114e+01,-4.741034487522755114e+01,-4.787275224390495509e+01,-4.699088751205800918e+01,-4.839035570693295085e+01,-4.741034487522755114e+01,-4.882351728500617583e+01,-4.689244731700925684e+01,-4.730034871693372622e+01,-4.752141342486052622e+01,-4.730034871693372622e+01,-4.719472582722150378e+01,-4.763539721352388767e+01,-4.617491704535018471e+01,-4.709161087257199085e+01,-4.852999702836123674e+01,-4.660984591109783537e+01,-4.948054554404832572e+01,-4.984900729640926897e+01,-4.593418398941798841e+01,-4.601295492686556088e+01
-4.699088751205800918e+01,-4.882351728500617583e+01,-4.670201813639535260e+01,-4.812383322034146715e+01,-4.852999702836123674e+01,-4.763539721352388767e+01,-4.914091451711057346e+01,-4.699088751205800918e+01,-4.763539721352388767e+01,-4.799647850002673977e+01,-4.787275224390495509e+01,-4.897806812705147195e+01,-4.812383322034146715e+01,-4.689244731700925684e+01,-4.752141342486052622e+01,-5.785923993338508353e+01,-4.867427791298105433e+01,-4.787275224390495509e+01,-4.719472582722150378e+01,-5.069547828697290015e+01,-4.752141342486052622e+01,-4.689244731700925684e+01,-4.897806812705147195e+01,-4.730034871693372622e+01,-4.882351728500617583e+01,-4.719472582722150378e+01,-4.719472582722150378e+01,-4.730034871693372622e+01,-4.752141342486052622e+01,-4.839035570693295085e+01,-4.709161087257199085e+01,-4.719472582722150378e+01,-4.787275224390495509e+01,-4.763539721352388767e+01,-4.741034487522755114e+01,-4.775245340946439399e+01,-4.752141342486052622e+01,-4.867427791298105433e+01,-4.679618906941274759e+01,-4.535070794734232891e+01,-4.508490771856361334e+01
-4.634451563279239394e+01,-4.852999702836123674e+01,-4.741034487522755114e+01,-4.914091451711057346e+01,-4.670201813639535260e+01,-5.004566526341238841e+01,-4.730034871693372622e+01,-4.719472582722150378e+01,-4.775245340946439399e+01,-4.689244731700925684e+01,-4.799647850002673977e+01,-4.719472582722150378e+01,-4.799647850002673977e+01,-4.787275224390495509e+01,-4.787275224390495509e+01,-4.882351728500617583e+01,-4.730034871693372622e+01,-4.966086998779000794e+01,-4.914091451711057346e+01,-4.867427791298105433e+01,-5.046789825250266404e+01,-4.867427791298105433e+01,-4.670201813639535260e+01,-4.521523515869837695e+01,-4.752141342486052622e+01,-4.689244731700925684e+01,-4.775245340946439399e+01,-4.763539721352388767e+01,-4.799647850002673977e+01,-4.948054554404832572e+01,-4.719472582722150378e+01,-4.787275224390495509e+01,-4.930741085839731852e+01,-4.775245340946439399e+01,-4.882351728500617583e+01,-4.852999702836123674e+01,-4.867427791298105433e+01,-4.651958931165984268e+01,-4.670201813639535260e+01,-4.643117033121565385e+01,-4.763539721352388767e+01
-4.787275224390495509e+01,-4.741034487522755114e+01,-4.914091451711057346e+01,-4.812383322034146715e+01,-4.852999702836123674e+01,-4.799647850002673977e+01,-4.689244731700925684e+01,-4.799647850002673977e+01,-4.741034487522755114e+01,-4.763539721352388767e+01,-4.948054554404832572e+01,-4.787275224390495509e+01,-4.570609705034839010e+01,-4.882351728500617583e+01,-4.719472582722150378e+01,-4.799647850002673977e+01,-4.643117033121565385e+01,-4.741034487522755114e+01,-4.689244731700925684e+01,-4.741034487522755114e+01,-4.948054554404832572e+01,-4.852999702836123674e+01,-4.852999702836123674e+01,-4.752141342486052622e+01,-4.867427791298105433e+01,-4.839035570693295085e+01,-4.709161087257199085e+01,-4.689244731700925684e+01,-4.914091451711057346e+01,-4.882351728500617583e+01,-4.948054554404832572e+01,-4.882351728500617583e+01,-4.709161087257199085e+01,-4.625955618383943602e+01,-4.689244731700925684e+01,-4.709161087257199085e+01,-4.799647850002673977e+01,-4.852999702836123674e+01,-4.763539721352388767e+01,-4.763539721352388767e+01,-4.882351728500617583e+01
-4.689244731700925684e+01,-4.882351728500617583e+01,-4.643117033121565385e+01,-4.730034871693372622e+01,-4.787275224390495509e+01,-4.914091451711057346e+01,-4.660984591109783537e+01,-4.752141342486052622e+01,-4.709161087257199085e+01,-4.839035570693295085e+01,-4.578080290950983056e+01,-4.634451563279239394e+01,-4.852999702836123674e+01,-4.670201813639535260e+01,-4.651958931165984268e+01,-4.699088751205800918e+01,-4.660984591109783537e+01,-4.799647850002673977e+01,-4.867427791298105433e+01,-4.651958931165984268e+01,-4.719472582722150378e+01,-4.787275224390495509e+01,-4.775245340946439399e+01,-4.812383322034146715e+01,-4.741034487522755114e+01,-4.709161087257199085e+01,-4.719472582722150378e+01,-4.719472582722150378e+01,-4.625955618383943602e+01,-4.741034487522755114e+01,-4.679618906941274759e+01,-4.679618906941274759e+01,-4.763539721352388767e+01,-4.730034871693372622e+01,-4.839035570693295085e+01,-4.966086998779000794e+01,-4.660984591109783537e+01,-4.882351728500617583e+01,-4.719472582722150378e+01,-4.699088751205800918e+01,-4.825503567205653610e+01
-4.625955618383943602e+01,-4.625955618383943602e+01,-4.948054554404832572e+01,-4.609318102003784645e+01,-4.867427791298105433e+01,-4.852999702836123674e+01,-4.787275224390495509e+01,-4.601295492686556088e+01,-4.897806812705147195e+01,-4.966086998779000794e+01,-4.763539721352388767e+01,-4.719472582722150378e+01,-4.719472582722150378e+01,-4.643117033121565385e+01,-4.634451563279239394e+01,-4.709161087257199085e+01,-4.719472582722150378e+01,-4.775245340946439399e+01,-4.799647850002673977e+01,-4.787275224390495509e+01,-4.689244731700925684e+01,-4.502118187330752619e+01,-4.882351728500617583e+01,-4.812383322034146715e+01,-4.609318102003784645e+01,-4.679618906941274759e+01,-4.763539721352388767e+01,-4.799647850002673977e+01,-4.752141342486052622e+01,-4.812383322034146715e+01,-4.897806812705147195e+01,-4.679618906941274759e+01,-4.709161087257199085e+01,-4.741034487522755114e+01,-4.752141342486052622e+01,-4.787275224390495509e+01,-4.825503567205653610e+01,-4.812383322034146715e+01,-4.699088751205800918e+01,-4.787275224390495509e+01,-4.643117033121565385e+01
-4.763539721352388767e+01,-4.914091451711057346e+01,-4.775245340946439399e+01,-4.948054554404832572e+01,-4.882351728500617583e+01,-4.839035570693295085e+01,-4.741034487522755114e+01,-4.528299127893788523e+01,-4.897806812705147195e+01,-4.897806812705147195e+01,-4.839035570693295085e+01,-4.601295492686556088e+01,-5.046789825250266404e+01,-4.825503567205653610e+01,-4.867427791298105433e+01,-4.495837759774320830e+01,-4.609318102003784645e+01,-4.752141342486052622e+01,-4.787275224390495509e+01,-4.799647850002673977e+01,-4.730034871693372622e+01,-4.709161087257199085e+01,-4.570609705034839010e+01,-4.563265455463547937e+01,-4.852999702836123674e+01,-4.548939363462126551e+01,-4.839035570693295085e+01,-4.625955618383943602e+01,-4.660984591109783537e+01,-4.930741085839731852e+01,-4.812383322034146715e+01,-4.799647850002673977e+01,-4.719472582722150378e+01,-4.897806812705147195e+01,-4.699088751205800918e+01,-4.882351728500617583e+01,-5.145995301569918468e+01,-4.763539721352388767e+01,-4.651958931165984268e+01,-4.617491704535018471e+01,-4.775245340946439399e+01
-4.643117033121565385e+01,-4.670201813639535260e+01,-4.839035570693295085e+01,-4.634451563279239394e+01,-4.699088751205800918e+01,-4.730034871693372622e+01,-4.775245340946439399e+01,-4.679618906941274759e+01,-4.787275224390495509e+01,-4.763539721352388767e+01,-4.741034487522755114e+01,-4.643117033121565385e+01,-4.709161087257199085e+01,-4.699088751205800918e+01,-4.699088751205800918e+01,-4.709161087257199085e+01,-4.787275224390495509e+01,-4.930741085839731852e+01,-4.914091451711057346e+01,-4.541949722354429753e+01,-4.741034487522755114e+01,-4.882351728500617583e+01,-4.882351728500617583e+01,-4.839035570693295085e+01,-4.763539721352388767e+01,-4.670201813639535260e+01,-4.719472582722150378e+01,-4.775245340946439399e+01,-4.787275224390495509e+01,-4.787275224390495509e+01,-4.741034487522755114e+01,-4.660984591109783537e+01,-4.763539721352388767e+01,-4.670201813639535260e+01,-4.719472582722150378e+01,-4.651958931165984268e+01,-4.799647850002673977e+01,-4.752141342486052622e+01,-4.679618906941274759e+01,-4.660984591109783537e+01,-4.741034487522755114e+01
-4.719472582722150378e+01,-4.709161087257199085e+01,-4.670201813639535260e+01,-4.741034487522755114e+01,-4.775245340946439399e+01,-4.799647850002673977e+01,-4.679618906941274759e+01,-4.775245340946439399e+01,-4.775245340946439399e+01,-4.763539721352388767e+01,-4.897806812705147195e+01,-4.730034871693372622e+01,-4.799647850002673977e+01,-4.570609705034839010e+01,-4.825503567205653610e+01,-4.699088751205800918e+01,-4.651958931165984268e+01,-4.812383322034146715e+01,-4.670201813639535260e+01,-4.812383322034146715e+01,-5.093564672498860091e+01,-4.709161087257199085e+01,-4.719472582722150378e+01,-4.763539721352388767e+01,-4.679618906941274759e+01,-4.775245340946439399e+01,-4.787275224390495509e+01,-4.752141342486052622e+01,-4.730034871693372622e+01,-4.741034487522755114e+01,-4.812383322034146715e+01,-4.812383322034146715e+01,-4.948054554404832572e+01,-4.897806812705147195e+01,-4.787275224390495509e+01,-4.882351728500617583e+01,-4.752141342486052622e+01,-4.882351728500617583e+01,-4.752141342486052622e+01,-4.914091451711057346e+01,-4.763539721352388767e+01
-4.585681635897314834e+01,-4.651958931165984268e+01,-4.775245340946439399e+01,-4.679618906941274759e+01,-4.812383322034146715e+01,-4.882351728500617583e+01,-4.699088751205800918e+01,-4.966086998779000794e+01,-4.709161087257199085e+01,-4.617491704535018471e+01,-4.897806812705147195e+01,-4.914091451711057346e+01,-4.763539721352388767e+01,-4.799647850002673977e+01,-4.709161087257199085e+01,-4.867427791298105433e+01,-4.643117033121565385e+01,-4.775245340946439399e+01,-4.634451563279239394e+01,-4.601295492686556088e+01,-4.741034487522755114e+01,-4.897806812705147195e+01,-4.852999702836123674e+01,-4.741034487522755114e+01,-4.852999702836123674e+01,-4.752141342486052622e+01,-4.914091451711057346e+01,-4.670201813639535260e+01,-5.093564672498860091e+01,-4.643117033121565385e+01,-5.118987816493631726e+01,-4.634451563279239394e+01,-4.689244731700925684e+01,-4.679618906941274759e+01,-4.852999702836123674e+01,-4.763539721352388767e+01,-4.775245340946439399e+01,-4.679618906941274759e+01,-4.812383322034146715e+01,-4.812383322034146715e+01,-4.752141342486052622e+01
-4.609318102003784645e+01,-4.799647850002673977e+01,-4.882351728500617583e+01,-4.867427791298105433e+01,-4.882351728500617583e+01,-4.867427791298105433e+01,-4.585681635897314834e+01,-4.825503567205653610e+01,-4.948054554404832572e+01,-4.867427791298105433e+01,-4.948054554404832572e+01,-4.914091451711057346e+01,-4.799647850002673977e+01,-4.699088751205800918e+01,-5.069547828697290015e+01,-4.930741085839731852e+01,-4.825503567205653610e+01,-4.775245340946439399e+01,-4.852999702836123674e+01,-4.897806812705147195e+01,-4.775245340946439399e+01,-4.867427791298105433e+01,-4.730034871693372622e+01,-4.709161087257199085e+01,-4.763539721352388767e+01,-4.839035570693295085e+01,-4.825503567205653610e+01,-4.741034487522755114e+01,-4.730034871693372622e+01,-4.799647850002673977e+01,-4.839035570693295085e+01,-4.812383322034146715e+01,-4.775245340946439399e+01,-4.897806812705147195e+01,-4.730034871693372622e+01,-4.763539721352388767e+01,-4.689244731700925684e+01,-4.839035570693295085e+01,-4.812383322034146715e+01,-4.867427791298105433e+01,-4.825503567205653610e+01
-4.799647850002673977e+01,-4.948054554404832572e+01,-4.670201813639535260e+01,-4.948054554404832572e+01,-4.775245340946439399e+01,-4.741034487522755114e+01,-4.752141342486052622e+01,-4.763539721352388767e+01,-4.679618906941274759e+01,-4.643117033121565385e+01,-4.763539721352388767e+01,-4.719472582722150378e+01,-4.689244731700925684e+01,-4.984900729640926897e+01,-4.966086998779000794e+01,-4.763539721352388767e+01,-4.699088751205800918e+01,-4.709161087257199085e+01,-4.839035570693295085e+01,-4.984900729640926897e+01,-4.867427791298105433e+01,-4.812383322034146715e+01,-4.867427791298105433e+01,-4.634451563279239394e+01,-4.719472582722150378e+01,-4.799647850002673977e+01,-4.752141342486052622e+01,-4.825503567205653610e+01,-4.752141342486052622e+01,-4.634451563279239394e+01,-4.882351728500617583e+01,-4.730034871693372622e+01,-4.752141342486052622e+01,-4.741034487522755114e+01,-4.689244731700925684e+01,-4.948054554404832572e+01,-4.839035570693295085e+01,-4.775245340946439399e+01,-4.812383322034146715e+01,-4.719472582722150378e+01,-4.689244731700925684e+01
