-4.219078300217196897e+01,-4.206087328552887072e+01,-4.257007470297234875e+01,-4.275379024219611779e+01,-4.193473693569906402e+01,-4.219078300217196897e+01,-4.225725408743885225e+01,-4.235940708610856120e+01,-4.187253013962235570e+01,-4.199734718919702914e+01,-4.199734718919702914e+01,-4.193473693569906402e+01,-4.196592923549363263e+01,-4.260620134296738115e+01,-4.196592923549363263e+01,-4.232472860428099182e+01,-4.232472860428099182e+01,-4.212534241625020570e+01,-4.193473693569906402e+01,-4.246346363636355647e+01,-4.172197740211794326e+01
-4.225725408743885225e+01,-4.215793945097415474e+01,-4.219078300217196897e+01,-4.106333477658944275e+01,-3.737723479035156515e+01,-4.138018197832931833e+01,-4.160518355254490075e+01,-4.229086030676022290e+01,-4.202899408550324267e+01,-4.202899408550324267e+01,-4.181168133675552667e+01,-4.239381632415454249e+01,-4.249871066768626804e+01,-4.212534241625020570e+01,-4.219078300217196897e+01,-4.190327726255780760e+01,-3.898004579681152393e+01,-3.575110288064496444e+01,-4.196592923549363263e+01,-4.206087328552887072e+01,-4.225725408743885225e+01
-4.178157368371944358e+01,-4.249871066768626804e+01,-4.187253013962235570e+01,-3.334083315249743151e+01,-2.307636655964671490e+01,-3.320948658906167594e+01,-4.175167331709434393e+01,-4.229086030676022290e+01,-4.154749245518152634e+01,-4.239381632415454249e+01,-4.219078300217196897e+01,-4.215793945097415474e+01,-4.190327726255780760e+01,-4.187253013962235570e+01,-4.222387682685710786e+01,-4.172197740211794326e+01,-2.849445380092547708e+01,-2.374874279214580497e+01,-3.782443414991726627e+01,-4.190327726255780760e+01,-4.232472860428099182e+01
-4.190327726255780760e+01,-4.229086030676022290e+01,-4.225725408743885225e+01,-3.818957526648114253e+01,-3.152513261299964142e+01,-3.857412653034603522e+01,-4.140762327071264792e+01,-4.219078300217196897e+01,-4.206087328552887072e+01,-4.225725408743885225e+01,-4.219078300217196897e+01,-4.202899408550324267e+01,-4.175167331709434393e+01,-4.190327726255780760e+01,-4.209298822495517811e+01,-4.196592923549363263e+01,-3.419886907677707200e+01,-3.530971898352085248e+01,-4.166318787528282996e+01,-4.184199917033348015e+01,-4.196592923549363263e+01
-4.146303156914936494e+01,-4.199734718919702914e+01,-4.225725408743885225e+01,-4.178157368371944358e+01,-4.260620134296738115e+01,-4.135291298811389993e+01,-4.212534241625020570e+01,-4.242850036600188446e+01,-4.222387682685710786e+01,-4.187253013962235570e+01,-4.206087328552887072e+01,-4.239381632415454249e+01,-4.199734718919702914e+01,-4.219078300217196897e+01,-4.222387682685710786e+01,-4.178157368371944358e+01,-4.222387682685710786e+01,-4.209298822495517811e+01,-4.199734718919702914e+01,-4.157646934237013170e+01,-4.206087328552887072e+01
-4.229086030676022290e+01,-4.190327726255780760e+01,-4.199734718919702914e+01,-4.178157368371944358e+01,-4.225725408743885225e+01,-4.166318787528282996e+01,-4.215793945097415474e+01,-4.229086030676022290e+01,-4.229086030676022290e+01,-4.260620134296738115e+01,-4.212534241625020570e+01,-4.209298822495517811e+01,-4.196592923549363263e+01,-4.242850036600188446e+01,-4.196592923549363263e+01,-4.184199917033348015e+01,-4.175167331709434393e+01,-4.219078300217196897e+01,-4.215793945097415474e+01,-4.229086030676022290e+01,-4.219078300217196897e+01
-4.235940708610856120e+01,-4.202899408550324267e+01,-4.212534241625020570e+01,-4.242850036600188446e+01,-4.209298822495517811e+01,-4.209298822495517811e+01,-4.206087328552887072e+01,-4.219078300217196897e+01,-4.219078300217196897e+01,-4.206087328552887072e+01,-4.239381632415454249e+01,-4.209298822495517811e+01,-4.235940708610856120e+01,-4.184199917033348015e+01,-4.181168133675552667e+01,-4.172197740211794326e+01,-4.151915592498829710e+01,-4.169248316178376967e+01,-4.160518355254490075e+01,-4.199734718919702914e+01,-4.209298822495517811e+01
-4.166318787528282996e+01,-4.199734718919702914e+01,-4.202899408550324267e+01,-4.229086030676022290e+01,-4.143523905653813699e+01,-4.166318787528282996e+01,-4.235940708610856120e+01,-4.246346363636355647e+01,-4.190327726255780760e+01,-4.206087328552887072e+01,-4.199734718919702914e+01,-4.229086030676022290e+01,-4.181168133675552667e+01,-4.175167331709434393e+01,-4.206087328552887072e+01,-4.154749245518152634e+01,-4.225725408743885225e+01,-4.199734718919702914e+01,-4.196592923549363263e+01,-4.190327726255780760e+01,-4.246346363636355647e+01
-4.283011543100145957e+01,-4.181168133675552667e+01,-4.212534241625020570e+01,-4.215793945097415474e+01,-4.229086030676022290e+01,-4.202899408550324267e+01,-4.193473693569906402e+01,-4.199734718919702914e+01,-4.206087328552887072e+01,-4.206087328552887072e+01,-4.219078300217196897e+01,-4.193473693569906402e+01,-4.184199917033348015e+01,-4.143523905653813699e+01,-4.193473693569906402e+01,-4.219078300217196897e+01,-4.166318787528282996e+01,-4.121907869020191129e+01,-4.260620134296738115e+01,-4.260620134296738115e+01,-4.239381632415454249e+01
-4.229086030676022290e+01,-4.202899408550324267e+01,-4.163408887649738688e+01,-4.222387682685710786e+01,-4.219078300217196897e+01,-4.202899408550324267e+01,-4.242850036600188446e+01,-4.222387682685710786e+01,-4.225725408743885225e+01,-4.222387682685710786e+01,-4.222387682685710786e+01,-4.242850036600188446e+01,-4.209298822495517811e+01,-4.235940708610856120e+01,-4.222387682685710786e+01,-4.193473693569906402e+01,-4.209298822495517811e+01,-4.178157368371944358e+01,-4.172197740211794326e+01,-4.193473693569906402e+01,-4.151915592498829710e+01
